priority,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category
Critical,DOC-10574,Standard Operating Procedure - DOC-10574,SOP,Compliance,CHI-02,OWN-018,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,0,Critical Risk
Critical,DOC-10578,Standard Operating Procedure - DOC-10578,SOP,Engineering,ELP-01,OWN-037,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10578,Standard Operating Procedure - DOC-10578,SOP,Engineering,ELP-01,OWN-037,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10578,Standard Operating Procedure - DOC-10578,SOP,Engineering,ELP-01,OWN-037,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10589,Quality Inspection Record - DOC-10589,Quality Record,Supply Chain,CHI-01,OWN-012,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10589,Quality Inspection Record - DOC-10589,Quality Record,Supply Chain,CHI-01,OWN-012,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10589,Quality Inspection Record - DOC-10589,Quality Record,Supply Chain,CHI-01,OWN-012,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10598,Standard Operating Procedure - DOC-10598,SOP,Program Management,MTY-01,OWN-001,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10598,Standard Operating Procedure - DOC-10598,SOP,Program Management,MTY-01,OWN-001,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10598,Standard Operating Procedure - DOC-10598,SOP,Program Management,MTY-01,OWN-001,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10601,Regulatory Compliance Document - DOC-10601,Compliance Document,Quality,MTY-01,OWN-018,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10601,Regulatory Compliance Document - DOC-10601,Compliance Document,Quality,MTY-01,OWN-018,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10601,Regulatory Compliance Document - DOC-10601,Compliance Document,Quality,MTY-01,OWN-018,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10607,Quality Inspection Record - DOC-10607,Quality Record,Supply Chain,QRO-01,OWN-016,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10607,Quality Inspection Record - DOC-10607,Quality Record,Supply Chain,QRO-01,OWN-016,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10607,Quality Inspection Record - DOC-10607,Quality Record,Supply Chain,QRO-01,OWN-016,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10608,Quality Inspection Record - DOC-10608,Quality Record,,CHI-02,OWN-006,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10608,Quality Inspection Record - DOC-10608,Quality Record,,CHI-02,OWN-006,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10608,Quality Inspection Record - DOC-10608,Quality Record,,CHI-02,OWN-006,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10615,Regulatory Compliance Document - DOC-10615,Compliance Document,Supply Chain,MTY-01,OWN-037,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10615,Regulatory Compliance Document - DOC-10615,Compliance Document,Supply Chain,MTY-01,OWN-037,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10615,Regulatory Compliance Document - DOC-10615,Compliance Document,Supply Chain,MTY-01,OWN-037,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10615,Regulatory Compliance Document - DOC-10615,Compliance Document,Supply Chain,MTY-01,OWN-037,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,0,Critical Risk
Critical,DOC-10626,Service Contract Agreement - DOC-10626,Contract,Supply Chain,CHI-01,OWN-019,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10626,Service Contract Agreement - DOC-10626,Contract,Supply Chain,CHI-01,OWN-019,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10637,Operational Work Instruction - DOC-10637,Work Instruction,Program Management,CHI-02,OWN-023,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10637,Operational Work Instruction - DOC-10637,Work Instruction,Program Management,CHI-02,OWN-023,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10637,Operational Work Instruction - DOC-10637,Work Instruction,Program Management,CHI-02,OWN-023,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10648,Service Contract Agreement - DOC-10648,Contract,Quality,ELP-01,OWN-017,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10648,Service Contract Agreement - DOC-10648,Contract,Quality,ELP-01,OWN-017,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10648,Service Contract Agreement - DOC-10648,Contract,Quality,ELP-01,OWN-017,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10648,Service Contract Agreement - DOC-10648,Contract,Quality,ELP-01,OWN-017,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,0,Critical Risk
Critical,DOC-10652,Non-Disclosure Agreement - DOC-10652,NDA,Program Management,MTY-01,OWN-004,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10652,Non-Disclosure Agreement - DOC-10652,NDA,Program Management,MTY-01,OWN-004,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
Critical,DOC-10652,Non-Disclosure Agreement - DOC-10652,NDA,Program Management,MTY-01,OWN-004,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,0,Critical Risk
Critical,DOC-10693,Standard Operating Procedure - DOC-10693,SOP,Compliance,ELP-01,OWN-044,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,0,Critical Risk
Critical,DOC-10693,Standard Operating Procedure - DOC-10693,SOP,Compliance,ELP-01,OWN-044,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,0,Critical Risk
