document_id,document_type,document_title,business_area,plant,owner_id,status,version,effective_date,expiration_date,last_review_date,next_review_date,approval_status,confidentiality_level,file_reference,created_date,updated_date
DOC-10112,Compliance Document,Regulatory Compliance Document - DOC-10112,Compliance,MTY-01,OWN-024,Obsolete,v1.9,2023-06-12,2024-02-15,2023-11-09,2024-10-19,Approved,Restricted,SAP/DOCS/DOC-10112.pdf,2023-06-03,2023-11-08
DOC-10113,SOP,Standard Operating Procedure - DOC-10113,Operations,QRO-01,OWN-026,Active,v1.0,2023-10-04,2024-08-19,2024-07-31,2025-04-30,Approved,Internal,SAP/DOCS/DOC-10113.pdf,2023-08-28,2024-03-06
DOC-10114,Work Instruction,Operational Work Instruction - DOC-10114,Quality,CHI-01,OWN-040,Active,v4.3,2023-12-07,2025-02-25,2024-08-21,2025-10-25,Approved,Restricted,SAP/DOCS/DOC-10114.pdf,2023-11-20,2024-03-25
DOC-10115,Work Instruction,Operational Work Instruction - DOC-10115,Compliance,CHI-02,OWN-023,Active,v3.4,2025-09-26,2028-02-21,2026-04-07,2027-03-23,Pending,Internal,SAP/DOCS/DOC-10115.pdf,2025-09-20,2026-03-01
DOC-10116,SOP,Standard Operating Procedure - DOC-10116,Finance,CHI-01,OWN-002,Active,v4.8,2023-12-10,2024-10-27,2024-05-09,2025-03-11,Approved,Confidential,SAP/DOCS/DOC-10116.pdf,2023-11-27,2024-04-08
DOC-10117,NDA,Non-Disclosure Agreement - DOC-10117,Compliance,QRO-01,OWN-005,Active,v1.7,2026-01-01,2027-08-24,2026-08-28,2027-07-21,Approved,Internal,SAP/DOCS/DOC-10117.pdf,2025-11-28,2027-03-21
DOC-10118,SOP,Standard Operating Procedure - DOC-10118,Engineering,CHI-02,OWN-028,Active,v1.8,2026-06-06,2028-07-26,2026-10-07,2027-05-08,Approved,Restricted,SAP/DOCS/DOC-10118.pdf,2026-04-26,2026-09-30
DOC-10119,Contract,Service Contract Agreement - DOC-10119,Engineering,QRO-01,OWN-017,Active,v3.2,2024-07-20,2026-07-01,2025-01-11,2025-07-30,Approved,Restricted,SAP/DOCS/DOC-10119.pdf,2024-06-27,2026-03-30
DOC-10120,Quality Record,Quality Inspection Record - DOC-10120,Program Management,CHI-01,OWN-043,Active,v3.9,2024-04-10,2025-08-31,2024-07-27,2025-03-07,Approved,Restricted,SAP/DOCS/DOC-10120.pdf,2024-03-03,2024-04-15
DOC-10121,NDA,Non-Disclosure Agreement - DOC-10121,Engineering,MTY-01,OWN-040,Draft,v5.4,2024-10-28,2025-11-27,2025-09-15,2026-06-28,Approved,Internal,SAP/DOCS/DOC-10121.pdf,2025-03-04,2026-07-06
DOC-10122,Contract,Service Contract Agreement - DOC-10122,Finance,CHI-02,OWN-004,Draft,v4.3,2025-07-22,2027-04-27,2025-09-27,2026-09-18,Approved,Internal,SAP/DOCS/DOC-10122.pdf,2025-03-04,2026-06-16
DOC-10123,SOP,Standard Operating Procedure - DOC-10123,Operations,,OWN-033,Draft,v4.1,2025-01-28,2026-09-08,2025-05-04,2026-02-02,Approved,Internal,SAP/DOCS/DOC-10123.pdf,2025-01-05,2025-10-06
DOC-10124,Contract,Service Contract Agreement - DOC-10124,Operations,QRO-01,OWN-011,Active,v3.3,2024-12-02,2027-02-20,2025-08-03,2026-04-03,Pending,Restricted,SAP/DOCS/DOC-10124.pdf,2024-11-07,2025-04-20
DOC-10125,Work Instruction,Operational Work Instruction - DOC-10125,Supply Chain,ELP-01,OWN-033,Active,v5.5,2025-01-15,2025-08-06,2025-04-01,2026-01-06,Approved,Internal,SAP/DOCS/DOC-10125.pdf,2024-12-14,2025-02-02
DOC-10126,Work Instruction,Operational Work Instruction - DOC-10126,Supply Chain,MTY-01,OWN-028,Active,v3.6,2025-11-30,2027-11-29,2026-01-03,2025-10-25,Approved,Internal,SAP/DOCS/DOC-10126.pdf,2025-11-11,2026-11-21
DOC-10127,NDA,Non-Disclosure Agreement - DOC-10127,Finance,CHI-01,OWN-025,Expired,v3.9,2024-05-19,2026-06-04,2024-11-12,2025-05-29,Approved,Confidential,SAP/DOCS/DOC-10127.pdf,2024-04-25,2026-03-23
DOC-10128,Contract,Service Contract Agreement - DOC-10128,Supply Chain,CHI-01,OWN-049,Pending Approval,v4.8,2025-07-01,2026-12-10,2026-05-12,2027-02-09,Approved,Confidential,SAP/DOCS/DOC-10128.pdf,2025-06-07,2025-07-19
DOC-10129,Contract,Service Contract Agreement - DOC-10129,Finance,ELP-01,OWN-033,Active,v3.2,2025-12-22,2027-09-30,2026-04-07,2027-03-08,Missing,Restricted,,2025-11-18,2026-12-26
DOC-10130,Quality Record,Quality Inspection Record - DOC-10130,Engineering,CHI-01,OWN-031,Active,v1.6,2026-03-06,2028-01-16,2027-01-18,2027-10-01,Pending,Internal,SAP/DOCS/DOC-10130.pdf,2026-01-30,2027-09-20
DOC-10131,Quality Record,Quality Inspection Record - DOC-10131,Quality,CHI-01,OWN-034,Active,v4.2,2024-07-06,2026-08-22,2025-04-07,2025-11-16,Approved,Confidential,SAP/DOCS/DOC-10131.pdf,2024-07-02,2026-05-31
DOC-10132,Quality Record,Quality Inspection Record - DOC-10132,Operations,CHI-01,OWN-027,Pending Approval,v4.8,2023-11-17,2024-06-03,2024-07-29,2025-04-15,Approved,Confidential,SAP/DOCS/DOC-10132.pdf,2023-11-04,2025-07-23
DOC-10133,Compliance Document,Regulatory Compliance Document - DOC-10133,Engineering,ELP-01,OWN-025,Active,v5.5,2024-06-26,2025-11-20,2025-03-27,2026-02-04,Approved,Internal,,2024-05-21,2025-12-02
DOC-10134,Quality Record,Quality Inspection Record - DOC-10134,Engineering,QRO-01,OWN-020,Active,v4.5,2024-08-27,2025-08-31,2025-02-25,2025-10-20,Pending,Confidential,SAP/DOCS/DOC-10134.pdf,2024-08-09,2025-12-14
DOC-10135,Compliance Document,Regulatory Compliance Document - DOC-10135,Engineering,CHI-01,OWN-026,Active,v2.4,2024-01-04,2026-05-25,2024-11-07,2025-08-11,Pending,Restricted,SAP/DOCS/DOC-10135.pdf,2023-11-28,2024-01-11
DOC-10136,SOP,Standard Operating Procedure - DOC-10136,Compliance,QRO-01,OWN-018,Pending Approval,v2.1,2024-09-30,2025-11-03,2025-02-10,2025-12-24,Missing,Confidential,SAP/DOCS/DOC-10136.pdf,2024-08-30,2026-05-23
DOC-10137,Contract,Service Contract Agreement - DOC-10137,Finance,,OWN-007,Active,v1.2,2026-03-30,2028-07-10,2026-08-26,2027-03-07,Approved,Confidential,SAP/DOCS/DOC-10137.pdf,2026-03-15,2026-03-21
DOC-10138,Work Instruction,Operational Work Instruction - DOC-10138,Finance,CHI-01,,Expired,v1.9,2025-12-23,2028-04-17,2026-05-04,2027-01-12,Approved,Public,SAP/DOCS/DOC-10138.pdf,2025-11-22,2026-07-18
DOC-10139,Contract,Service Contract Agreement - DOC-10139,Finance,QRO-01,OWN-048,Active,v1.0,2024-03-21,2025-10-28,2024-12-29,2025-08-13,Missing,Restricted,SAP/DOCS/DOC-10139.pdf,2024-03-18,2025-01-18
DOC-10140,NDA,Non-Disclosure Agreement - DOC-10140,Quality,CHI-01,OWN-034,Draft,v5.7,2025-02-26,2026-12-03,2026-02-19,2027-01-04,Approved,Restricted,SAP/DOCS/DOC-10140.pdf,2025-03-04,2025-11-14
DOC-10141,SOP,Standard Operating Procedure - DOC-10141,Program Management,MTY-01,OWN-048,Active,v2.2,2025-11-29,2027-02-15,2026-04-03,2026-10-03,Approved,Internal,SAP/DOCS/DOC-10141.pdf,2025-10-18,2027-07-06
DOC-10142,Work Instruction,Operational Work Instruction - DOC-10142,Quality,MTY-01,OWN-009,Active,v1.4,2023-10-13,2026-02-24,2023-12-30,2024-08-13,Approved,Restricted,SAP/DOCS/DOC-10142.pdf,2023-09-17,2024-10-14
DOC-10143,SOP,Standard Operating Procedure - DOC-10143,Quality,MTY-01,OWN-042,Active,v1.7,2025-01-08,2025-08-31,2025-02-12,2025-10-16,Approved,Internal,SAP/DOCS/DOC-10143.pdf,2024-12-01,2025-10-12
DOC-10144,Compliance Document,Regulatory Compliance Document - DOC-10144,Operations,QRO-01,OWN-024,Active,v2.7,2025-02-02,2025-11-29,2026-01-25,2026-10-07,Approved,Internal,SAP/DOCS/DOC-10144.pdf,2024-12-19,2025-05-25
DOC-10145,SOP,Standard Operating Procedure - DOC-10145,Finance,ELP-01,OWN-044,Active,v1.8,2026-05-22,2028-05-21,2026-10-10,2027-06-10,Pending,Restricted,SAP/DOCS/DOC-10145.pdf,2026-04-21,2027-07-23
DOC-10146,NDA,Non-Disclosure Agreement - DOC-10146,Compliance,CHI-02,OWN-037,Pending Approval,v5.7,2023-11-12,2025-11-21,2024-08-26,2025-04-14,Approved,Internal,SAP/DOCS/DOC-10146.pdf,2023-11-08,2024-03-07
DOC-10147,Compliance Document,Regulatory Compliance Document - DOC-10147,Compliance,ELP-01,,Expired,v1.8,2023-10-29,2025-07-26,2023-12-26,2024-10-17,Approved,Internal,SAP/DOCS/DOC-10147.pdf,2023-09-26,2025-01-12
DOC-10148,Compliance Document,Regulatory Compliance Document - DOC-10148,Operations,CHI-01,OWN-003,Active,v5.0,2024-08-27,2025-10-04,2025-07-19,2026-02-02,Missing,Restricted,SAP/DOCS/DOC-10148.pdf,2024-08-26,2024-11-05
DOC-10149,SOP,Standard Operating Procedure - DOC-10149,Compliance,QRO-01,OWN-025,Active,v4.6,2024-02-06,2026-05-27,2024-10-08,2025-07-10,Approved,Restricted,,2023-12-26,2024-03-18
DOC-10150,Contract,Service Contract Agreement - DOC-10150,Operations,QRO-01,OWN-034,Expired,v1.0,2025-03-13,2026-03-10,2026-01-12,2026-10-19,Approved,Restricted,SAP/DOCS/DOC-10150.pdf,2025-03-05,2026-01-05
DOC-10151,Work Instruction,Operational Work Instruction - DOC-10151,Operations,QRO-01,OWN-018,Active,v1.0,2024-07-22,2026-05-04,2025-02-14,,Approved,Restricted,SAP/DOCS/DOC-10151.pdf,2024-07-06,2026-05-14
DOC-10152,NDA,Non-Disclosure Agreement - DOC-10152,Operations,CHI-02,OWN-039,Active,,2023-08-15,2025-10-11,2023-10-01,2024-07-21,Approved,Restricted,SAP/DOCS/DOC-10152.pdf,2023-08-08,2024-09-23
DOC-10153,Quality Record,Quality Inspection Record - DOC-10153,Quality,QRO-01,OWN-047,Active,v3.3,2023-07-26,2025-06-20,2024-01-20,2024-09-15,Missing,Restricted,SAP/DOCS/DOC-10153.pdf,2023-07-17,2024-05-22
DOC-10154,Contract,Service Contract Agreement - DOC-10154,Compliance,MTY-01,OWN-041,Active,v1.5,2024-10-11,2026-10-31,2025-09-08,2026-04-20,Missing,Restricted,SAP/DOCS/DOC-10154.pdf,2024-10-07,2026-07-28
DOC-10155,Quality Record,Quality Inspection Record - DOC-10155,Program Management,MTY-01,OWN-012,Active,v2.4,2025-08-19,2026-07-17,2026-02-18,2026-11-21,Pending,Internal,SAP/DOCS/DOC-10155.pdf,2025-07-23,2025-12-18
DOC-10156,NDA,Non-Disclosure Agreement - DOC-10156,Supply Chain,QRO-01,OWN-016,Expired,v1.7,2025-08-29,2027-08-21,2025-12-05,2026-09-10,Approved,Internal,SAP/DOCS/DOC-10156.pdf,2025-07-24,2026-08-08
DOC-10157,Compliance Document,Regulatory Compliance Document - DOC-10157,Operations,CHI-02,OWN-003,Draft,v5.8,2023-07-25,2025-02-10,2024-06-28,2025-05-28,Rejected,Internal,SAP/DOCS/DOC-10157.pdf,2023-07-07,2024-02-15
DOC-10158,SOP,Standard Operating Procedure - DOC-10158,Engineering,ELP-01,OWN-016,Active,v4.3,2023-05-08,2024-05-16,2023-08-06,2024-06-03,Approved,Confidential,SAP/DOCS/DOC-10158.pdf,2023-04-24,2024-11-10
DOC-10159,Work Instruction,Operational Work Instruction - DOC-10159,Engineering,ELP-01,OWN-032,Active,v4.5,2025-04-17,2026-07-08,2025-11-17,2026-09-24,Approved,Confidential,SAP/DOCS/DOC-10159.pdf,2025-03-28,2025-10-23
DOC-10160,Work Instruction,Operational Work Instruction - DOC-10160,Quality,MTY-01,OWN-038,Active,v2.3,2024-06-29,2025-01-11,2024-12-09,2025-10-26,Approved,Internal,SAP/DOCS/DOC-10160.pdf,2024-06-19,2025-05-23
DOC-10161,Quality Record,Quality Inspection Record - DOC-10161,Compliance,ELP-01,OWN-049,Draft,v4.7,2026-02-14,2028-06-13,2026-09-04,2027-05-07,Pending,Restricted,SAP/DOCS/DOC-10161.pdf,2026-01-09,2026-07-01
DOC-10162,Contract,Service Contract Agreement - DOC-10162,Operations,CHI-02,OWN-004,Active,v1.0,2026-05-18,2027-05-21,2027-03-21,2028-02-28,Approved,Confidential,SAP/DOCS/DOC-10162.pdf,2026-04-16,2026-04-23
DOC-10163,Compliance Document,Regulatory Compliance Document - DOC-10163,Operations,CHI-01,OWN-024,Active,v5.7,2024-01-28,2025-03-06,2024-11-11,2025-09-03,Approved,Confidential,SAP/DOCS/DOC-10163.pdf,2024-01-27,2025-12-03
DOC-10164,NDA,Non-Disclosure Agreement - DOC-10164,Supply Chain,CHI-01,OWN-018,Active,v5.6,2025-07-14,2026-01-27,2026-05-11,2027-05-10,Approved,Internal,SAP/DOCS/DOC-10164.pdf,2025-07-13,2026-01-13
DOC-10165,Quality Record,Quality Inspection Record - DOC-10165,Quality,CHI-02,OWN-018,Active,v4.7,2024-05-30,2026-05-19,2024-11-05,2025-08-02,Pending,Public,SAP/DOCS/DOC-10165.pdf,2024-04-20,2025-11-20
DOC-10166,SOP,Standard Operating Procedure - DOC-10166,Supply Chain,MTY-01,OWN-026,Expired,v1.0,2023-10-17,2026-02-08,2023-12-02,2024-06-22,Approved,Confidential,SAP/DOCS/DOC-10166.pdf,2023-09-05,2024-02-28
DOC-10167,Work Instruction,Operational Work Instruction - DOC-10167,Supply Chain,CHI-01,OWN-015,Expired,v5.7,2025-03-08,2025-12-10,2026-01-02,2026-07-11,Approved,Restricted,SAP/DOCS/DOC-10167.pdf,2025-01-30,2025-11-04
DOC-10168,Compliance Document,Regulatory Compliance Document - DOC-10168,Engineering,CHI-02,OWN-021,Pending Approval,v2.6,2026-05-16,2028-09-15,2026-07-01,2027-02-11,Approved,Internal,SAP/DOCS/DOC-10168.pdf,2026-04-09,2026-06-27
DOC-10169,Quality Record,Quality Inspection Record - DOC-10169,Supply Chain,CHI-01,OWN-049,Active,v1.8,2025-07-11,2027-07-14,2026-01-26,2025-10-25,Pending,Confidential,SAP/DOCS/DOC-10169.pdf,2025-05-28,2026-05-18
DOC-10170,Work Instruction,Operational Work Instruction - DOC-10170,Quality,ELP-01,OWN-026,Active,v3.7,2023-09-17,2025-11-24,2024-08-26,2025-07-24,Missing,Internal,SAP/DOCS/DOC-10170.pdf,2023-08-26,2025-01-10
DOC-10171,Quality Record,Quality Inspection Record - DOC-10171,Engineering,CHI-02,OWN-025,Active,v2.1,2025-09-05,2028-01-29,2026-07-31,2025-10-25,Missing,Restricted,SAP/DOCS/DOC-10171.pdf,2025-08-24,2025-11-17
DOC-10172,Work Instruction,Operational Work Instruction - DOC-10172,Quality,CHI-01,OWN-006,Draft,v3.4,2024-02-27,2025-07-15,2024-09-28,2025-04-23,Approved,Internal,SAP/DOCS/DOC-10172.pdf,2025-03-04,2024-05-17
DOC-10173,Contract,Service Contract Agreement - DOC-10173,Program Management,MTY-01,OWN-002,Active,v5.9,2026-06-12,2028-05-16,2027-02-05,2027-08-30,Approved,Confidential,SAP/DOCS/DOC-10173.pdf,2026-05-07,2027-04-05
DOC-10174,NDA,Non-Disclosure Agreement - DOC-10174,Engineering,MTY-01,OWN-034,Draft,,2025-06-01,2027-06-23,2025-11-02,2026-09-24,Approved,Internal,SAP/DOCS/DOC-10174.pdf,2025-03-04,2026-03-31
DOC-10175,Contract,Service Contract Agreement - DOC-10175,Quality,MTY-01,OWN-005,Active,v4.9,2025-09-17,2027-05-21,2026-03-19,2027-01-16,Approved,Restricted,SAP/DOCS/DOC-10175.pdf,2025-08-30,2027-05-24
DOC-10176,NDA,Non-Disclosure Agreement - DOC-10176,Engineering,QRO-01,OWN-022,Active,v5.2,2023-05-02,2024-10-03,2024-04-13,2025-01-15,Approved,Internal,SAP/DOCS/DOC-10176.pdf,2023-04-06,2024-02-08
DOC-10177,Compliance Document,Regulatory Compliance Document - DOC-10177,Operations,ELP-01,OWN-048,Active,v5.3,2025-01-07,2026-08-17,2025-07-19,2026-03-30,Approved,Internal,SAP/DOCS/DOC-10177.pdf,2024-12-26,2025-11-25
DOC-10178,Work Instruction,Operational Work Instruction - DOC-10178,Program Management,ELP-01,OWN-044,Active,v4.3,2026-06-03,2028-07-28,2027-04-08,2027-11-20,Pending,Public,SAP/DOCS/DOC-10178.pdf,2026-05-21,2027-08-13
DOC-10179,Compliance Document,Regulatory Compliance Document - DOC-10179,Operations,QRO-01,OWN-020,Active,v4.6,2025-08-21,2027-07-13,2025-11-30,2026-11-07,Approved,Confidential,SAP/DOCS/DOC-10179.pdf,2025-07-08,2025-09-22
DOC-10180,Work Instruction,Operational Work Instruction - DOC-10180,Supply Chain,CHI-01,OWN-003,Expired,v5.9,2026-04-24,2028-09-28,2026-12-24,2027-11-08,Pending,Internal,SAP/DOCS/DOC-10180.pdf,2026-03-22,2028-01-05
DOC-10181,Contract,Service Contract Agreement - DOC-10181,Supply Chain,CHI-01,OWN-037,Active,v4.5,2025-03-31,2027-07-21,2026-03-09,2026-09-16,Missing,Confidential,SAP/DOCS/DOC-10181.pdf,2025-03-20,2026-06-04
DOC-10182,NDA,Non-Disclosure Agreement - DOC-10182,Quality,ELP-01,OWN-037,Active,v4.9,2026-03-07,2028-03-27,2027-01-28,2028-01-19,Approved,Internal,SAP/DOCS/DOC-10182.pdf,2026-02-01,2027-06-29
DOC-10183,NDA,Non-Disclosure Agreement - DOC-10183,Engineering,MTY-01,OWN-023,Active,v2.8,2024-12-15,2025-09-08,2025-03-14,2025-10-16,Approved,Internal,SAP/DOCS/DOC-10183.pdf,2024-11-18,2026-03-28
DOC-10184,NDA,Non-Disclosure Agreement - DOC-10184,Finance,CHI-02,OWN-046,Active,v1.2,2025-10-26,2026-07-01,2026-04-27,2026-11-04,Approved,Confidential,SAP/DOCS/DOC-10184.pdf,2025-10-05,2026-06-12
DOC-10185,Quality Record,Quality Inspection Record - DOC-10185,Compliance,QRO-01,OWN-041,Active,v4.6,2026-06-10,2028-03-24,2026-11-05,2027-08-15,Approved,Confidential,SAP/DOCS/DOC-10185.pdf,2026-05-13,2026-06-12
DOC-10186,Contract,Service Contract Agreement - DOC-10186,Program Management,QRO-01,OWN-018,Active,v1.9,2025-09-13,2026-03-16,2026-01-30,2026-09-19,Pending,Confidential,SAP/DOCS/DOC-10186.pdf,2025-08-19,2025-12-02
DOC-10187,Contract,Service Contract Agreement - DOC-10187,Operations,QRO-01,OWN-032,Active,v5.6,2024-05-30,2025-03-22,2024-11-10,2025-10-27,Approved,Confidential,SAP/DOCS/DOC-10187.pdf,2024-04-30,2026-01-16
DOC-10188,NDA,Non-Disclosure Agreement - DOC-10188,Supply Chain,CHI-02,OWN-038,Active,v1.3,2025-11-25,2026-11-16,2026-05-26,2027-04-28,Approved,Internal,SAP/DOCS/DOC-10188.pdf,2025-10-16,2026-08-25
DOC-10189,SOP,Standard Operating Procedure - DOC-10189,Quality,MTY-01,OWN-037,Expired,v5.2,2026-02-27,2027-10-28,2027-01-28,2027-08-31,Approved,Internal,SAP/DOCS/DOC-10189.pdf,2026-02-02,2027-08-25
DOC-10190,SOP,Standard Operating Procedure - DOC-10190,Compliance,MTY-01,OWN-001,Active,v4.8,2025-01-25,2027-04-19,2025-03-23,2025-12-19,Approved,Internal,SAP/DOCS/DOC-10190.pdf,2024-12-27,2026-05-29
DOC-10191,Work Instruction,Operational Work Instruction - DOC-10191,Quality,,OWN-037,Expired,v3.0,2025-08-20,2027-07-01,2025-12-13,2026-07-02,Approved,Confidential,SAP/DOCS/DOC-10191.pdf,2025-07-22,2026-04-30
DOC-10192,SOP,Standard Operating Procedure - DOC-10192,Program Management,CHI-01,OWN-008,Draft,v5.5,2025-11-21,2027-10-09,2026-09-28,2027-08-04,Approved,Internal,SAP/DOCS/DOC-10192.pdf,2025-03-04,2027-04-24
DOC-10193,Compliance Document,Regulatory Compliance Document - DOC-10193,Operations,CHI-01,,Active,v3.5,2024-07-11,2025-04-21,2025-07-10,2026-03-10,Rejected,Public,SAP/DOCS/DOC-10193.pdf,2024-06-13,2024-09-11
DOC-10194,Contract,Service Contract Agreement - DOC-10194,Engineering,QRO-01,OWN-040,Active,v2.0,2025-04-20,2025-03-21,2025-12-25,2026-08-04,Approved,Internal,SAP/DOCS/DOC-10194.pdf,2025-03-11,2026-10-16
DOC-10195,SOP,Standard Operating Procedure - DOC-10195,Supply Chain,ELP-01,OWN-037,Expired,v1.2,2024-03-23,2026-09-09,2024-09-18,2025-05-30,Approved,Restricted,SAP/DOCS/DOC-10195.pdf,2024-03-02,2025-04-28
DOC-10196,Compliance Document,Regulatory Compliance Document - DOC-10196,Engineering,MTY-01,OWN-049,Active,v2.9,2024-01-05,2024-11-29,2024-07-17,2025-03-17,Missing,Internal,SAP/DOCS/DOC-10196.pdf,2023-12-20,2025-09-28
DOC-10197,Work Instruction,Operational Work Instruction - DOC-10197,Compliance,MTY-01,OWN-024,Active,v5.0,2023-10-26,2025-10-02,2024-04-15,2025-04-07,Approved,Internal,SAP/DOCS/DOC-10197.pdf,2023-09-30,2024-01-04
DOC-10198,Compliance Document,Regulatory Compliance Document - DOC-10198,Finance,QRO-01,,Expired,v3.4,2025-03-31,2027-03-28,2025-11-19,2026-07-12,Pending,Internal,SAP/DOCS/DOC-10198.pdf,2025-03-26,2026-03-07
DOC-10199,Contract,Service Contract Agreement - DOC-10199,Operations,MTY-01,OWN-007,Expired,v1.1,2026-01-02,2025-12-03,2026-02-25,2026-09-04,Approved,Confidential,SAP/DOCS/DOC-10199.pdf,2025-12-11,2026-05-22
DOC-10200,NDA,Non-Disclosure Agreement - DOC-10200,Engineering,ELP-01,OWN-020,Active,v3.1,2025-08-29,2028-01-31,2025-12-04,2026-11-15,Missing,Restricted,SAP/DOCS/DOC-10200.pdf,2025-08-16,2027-06-18
DOC-10201,NDA,Non-Disclosure Agreement - DOC-10201,Quality,MTY-01,OWN-047,Active,v1.1,2024-02-29,2025-10-06,2025-02-13,2025-10-29,Approved,Internal,,2024-02-25,2024-02-27
DOC-10202,NDA,Non-Disclosure Agreement - DOC-10202,Supply Chain,CHI-02,OWN-001,Active,v4.2,2024-08-02,2026-12-26,2025-04-16,2025-10-15,Approved,Confidential,SAP/DOCS/DOC-10202.pdf,2024-06-29,2025-11-01
DOC-10203,Work Instruction,Operational Work Instruction - DOC-10203,Finance,QRO-01,OWN-009,Active,v2.2,2023-10-26,2025-03-09,2024-05-31,2025-02-11,Approved,Confidential,SAP/DOCS/DOC-10203.pdf,2023-10-19,2023-12-29
DOC-10204,NDA,Non-Disclosure Agreement - DOC-10204,Supply Chain,CHI-02,OWN-048,Expired,v4.3,2024-03-23,2025-09-13,2024-08-09,,Approved,Internal,SAP/DOCS/DOC-10204.pdf,2024-02-23,2024-05-22
DOC-10205,NDA,Non-Disclosure Agreement - DOC-10205,Compliance,QRO-01,OWN-016,Expired,v5.9,2025-06-10,2027-02-19,2025-12-18,2026-07-21,Approved,Public,SAP/DOCS/DOC-10205.pdf,2025-05-18,2027-01-23
DOC-10206,SOP,Standard Operating Procedure - DOC-10206,Operations,MTY-01,,Obsolete,v3.0,2023-06-29,2024-10-29,2023-11-11,2024-09-18,Approved,Confidential,SAP/DOCS/DOC-10206.pdf,2023-05-17,2024-01-18
DOC-10207,NDA,Non-Disclosure Agreement - DOC-10207,Compliance,CHI-02,OWN-009,Active,v4.5,2023-09-19,2024-03-29,2024-04-20,2025-01-06,Approved,Confidential,SAP/DOCS/DOC-10207.pdf,2023-08-16,2025-02-26
DOC-10208,Work Instruction,Operational Work Instruction - DOC-10208,Compliance,QRO-01,OWN-017,Pending Approval,v4.8,2023-08-22,2025-10-11,2023-10-25,,Approved,Restricted,SAP/DOCS/DOC-10208.pdf,2023-08-20,2024-06-09
DOC-10209,Work Instruction,Operational Work Instruction - DOC-10209,Program Management,CHI-02,OWN-040,Active,,2025-06-30,2027-10-13,2026-04-30,2027-03-13,Approved,Public,SAP/DOCS/DOC-10209.pdf,2025-06-24,2026-01-19
DOC-10210,Quality Record,Quality Inspection Record - DOC-10210,Finance,CHI-01,OWN-004,Active,v1.7,2023-08-26,2026-02-06,2024-05-05,2025-01-01,Approved,Restricted,SAP/DOCS/DOC-10210.pdf,2023-08-06,2025-04-24
DOC-10211,SOP,Standard Operating Procedure - DOC-10211,Quality,ELP-01,OWN-001,Expired,v5.8,2024-03-25,2024-10-03,2024-07-03,2025-06-27,Approved,Restricted,SAP/DOCS/DOC-10211.pdf,2024-03-17,2024-12-08
DOC-10212,Contract,Service Contract Agreement - DOC-10212,Operations,QRO-01,OWN-018,Obsolete,v5.1,2024-10-02,2025-04-30,2025-04-21,2026-02-04,Approved,Internal,SAP/DOCS/DOC-10212.pdf,2024-09-24,2026-02-15
DOC-10213,SOP,Standard Operating Procedure - DOC-10213,Supply Chain,CHI-01,OWN-050,Active,v1.3,2026-06-07,2027-12-15,2026-09-25,2027-05-28,Approved,Confidential,SAP/DOCS/DOC-10213.pdf,2026-05-27,2027-10-31
DOC-10214,NDA,Non-Disclosure Agreement - DOC-10214,Quality,MTY-01,,Active,v4.3,2025-12-08,2027-07-03,2026-03-24,2026-11-04,Approved,Restricted,,2025-11-14,2026-10-10
DOC-10215,Compliance Document,Regulatory Compliance Document - DOC-10215,Supply Chain,MTY-01,OWN-044,Active,v5.0,2023-10-06,2025-04-19,2024-01-05,2024-11-08,Missing,Internal,SAP/DOCS/DOC-10215.pdf,2023-08-30,2024-10-14
DOC-10216,SOP,Standard Operating Procedure - DOC-10216,Operations,ELP-01,OWN-001,Obsolete,v3.9,2025-01-09,2025-10-04,2025-11-18,2026-09-10,Approved,Internal,SAP/DOCS/DOC-10216.pdf,2024-12-19,2025-08-25
DOC-10217,Quality Record,Quality Inspection Record - DOC-10217,Program Management,MTY-01,OWN-027,Active,v1.5,2024-06-01,2025-08-06,2024-09-16,2025-10-25,Approved,Internal,SAP/DOCS/DOC-10217.pdf,2024-04-27,2024-04-29
